code;syll_lang_swe;syll_lang_eng;content;goals_swe;goals_eng;eligibility;literature;exam_comments;req_for_grade;valid_from;equipment;instruction_lang;cycle;credits;title_swe;title_eng;grade_scale;department;examiner;n_exam_modules;n_course_subjects;ethics_keywords;n_rows;n_ilos;n_higher_grade_ilos;n_purpose_ilos;bloom_knowledge;bloom_comprehension;bloom_application;bloom_analysis;bloom_evaluation;bloom_synthesis;total_highest_bloom
A11HIB;swedish;english;0;1;0;0;0;0;1;0;0;Svenska;1;7.5;1;1;PF;ABE/Arkitektur, Gru 1-2-3;(Anders Bergström);2;2;0;7;6;0;0;0;1;2;2;1;0;4
A11IAA;swedish;english;1;1;0;0;0;0;1;0;0;Svenska;1;3.0;1;1;PF;ABE/Arkitektur, Gru 1-2-3;(Leif Brodersen);3;1;0;5;4;0;0;0;0;0;3;1;0;4
A11INA;swedish;NO_ENG_TEXT;1;1;0;1;0;0;1;0;0;Svenska;1;2.0;1;1;PF;ABE/Arkitektur, Gru 1-2-3;(Veronika Ronnefalk);1;1;0;1;0;0;0;0;0;0;0;0;0;-1
A11IYA;swedish;english;1;1;1;0;0;0;1;0;0;Svenska;1;3.0;1;1;PF;ABE/Arkitektur, Gru 1-2-3;(Leif Brodersen);3;1;0;4;3;0;0;0;0;0;2;0;0;3
A11KOB;swedish;english;1;1;0;0;0;0;1;0;0;Svenska;1;3.0;1;1;PF;ABE/Arkitektur, Gru 1-2-3;(Patrick Nilsson);2;1;0;4;3;0;0;0;0;2;0;0;1;5
A11P1B;swedish;english;1;1;0;0;0;0;1;0;0;Svenska;1;8.0;1;1;PF;ABE/Arkitektur, Gru 1-2-3;(Veronika Ronnefalk);1;2;0;6;5;0;0;0;1;2;1;0;1;5
A11P2B;swedish;english;1;1;0;1;0;0;1;0;0;Svenska;1;9.0;1;1;PF;ABE/Arkitektur, Gru 1-2-3;(Veronika Ronnefalk);1;2;0;6;5;0;0;0;1;1;1;0;2;5
A11P3B;swedish;english;1;1;1;1;0;0;1;0;0;Svenska;1;16.0;1;1;PF;ABE/Arkitektur, Gru 1-2-3;(Veronika Ronnefalk);1;2;0;10;9;0;0;0;1;1;2;0;4;5
A11REA;swedish;english;1;1;0;0;0;0;1;0;0;Svenska;1;3.0;1;1;PF;ABE/Arkitektur, Gru 1-2-3;(Ulrika Knagenhielm-Karlsson);1;1;0;5;4;0;0;0;0;0;0;1;3;5
A11TEB;swedish;english;1;1;0;0;0;0;1;0;0;Svenska;1;7.5;1;1;PF;ABE/Arkitektur, Gru 1-2-3;(Daniel Widman);2;1;0;8;7;0;0;0;2;0;0;2;1;5
A21AYA;swedish;english;1;1;0;1;0;0;1;0;0;Svenska;1;3.0;1;1;PF;ABE/Arkitektur, Gru 1-2-3;(Leif Brodersen);3;1;0;5;4;0;0;0;0;0;2;1;1;5
A21HIC;swedish;english;1;1;0;1;0;0;1;0;0;Svenska;1;9.0;1;1;PF;ABE/Arkitektur, Gru 1-2-3;(Helena Mattsson);2;2;0;9;8;0;0;0;2;0;1;4;1;5
A21KOB;swedish;english;1;1;0;1;0;0;1;0;0;Svenska;1;3.0;1;1;PF;ABE/Arkitektur, Gru 1-2-3;(Patrick Nilsson);2;1;0;6;5;0;0;0;0;0;0;3;2;5
A21P1C;swedish;english;1;1;0;1;0;0;1;0;0;Svenska;1;16.0;1;1;PF;ABE/Arkitektur, Gru 1-2-3;(Brady Burroughs);1;2;0;9;8;0;0;0;2;1;1;2;2;5
A21P2B;swedish;english;1;1;1;1;0;0;1;0;0;Svenska;1;5.0;1;1;PF;ABE/Arkitektur, Gru 1-2-3;(Brady Burroughs);1;1;0;8;7;0;0;0;2;0;1;0;2;5
A21P3C;swedish;english;1;1;1;1;0;0;1;0;0;Svenska;1;12.0;1;1;PF;ABE/Arkitektur, Gru 1-2-3;(Brady Burroughs);1;1;0;8;8;0;0;0;3;0;0;2;3;5
A21REA;swedish;english;1;1;0;1;0;0;1;0;0;Svenska;1;3.0;1;1;PF;ABE/Arkitektur, Gru 1-2-3;(Ulrika Knagenhielm-Karlsson);1;1;0;5;4;0;0;0;1;0;0;0;3;5
A21TEB;swedish;english;1;1;0;1;0;0;1;0;0;Svenska;1;9.0;1;1;PF;ABE/Arkitektur, Gru 1-2-3;(Daniel Widman);3;2;0;6;5;0;0;0;2;1;0;1;1;5
A31EXA;swedish;english;1;1;1;1;0;0;1;0;0;Svenska;1;15.0;1;1;PF;ABE/Arkitektur, Gru 1-2-3;(Bojan Boric);1;1;0;6;5;0;0;0;1;0;0;1;3;5
A31H1A;swedish;english;1;1;0;1;0;0;1;0;0;Svenska;1;6.0;1;1;PF;ABE/Arkitektur, Gru 1-2-3;(Helena Mattsson);1;2;0;8;6;0;0;0;2;1;0;3;0;4
A31H2A;swedish;english;1;1;1;1;0;0;1;0;0;Svenska;1;3.0;1;1;PF;ABE/Arkitektur, Gru 1-2-3;(Helena Mattsson);1;1;0;5;4;0;0;0;2;0;0;1;1;5
A31P1A;swedish;english;1;1;0;1;0;0;1;0;0;Svenska;1;12.0;1;1;PF;ABE/Arkitektur, Gru 1-2-3;(Bojan Boric);1;1;0;5;4;0;0;0;0;0;0;0;2;5
A31P2D;swedish;english;1;1;1;1;0;0;1;0;0;Svenska;1;6.0;1;1;PF;ABE/Arkitektur, Gru 1-2-3;(Bojan Boric);1;2;0;5;4;0;0;0;0;0;0;0;2;5
A31REA;swedish;english;1;1;0;1;0;0;1;0;0;Svenska;1;3.0;1;1;PF;ABE/Arkitektur, Gru 1-2-3;(Ulrika Knagenhielm-Karlsson);1;1;0;5;4;0;0;0;0;2;1;1;0;4
A31SFA;swedish;english;1;1;0;1;0;0;1;0;0;Svenska;1;6.0;1;1;PF;ABE/Arkitektur, Gru 1-2-3;(Catharina Gabrielsson);2;2;0;5;4;0;0;0;0;0;0;4;0;4
A31T1A;swedish;english;1;1;0;1;0;0;1;0;0;Svenska;1;6.0;1;1;PF;ABE/Arkitektur, Gru 1-2-3;(Ann Legeby);1;2;0;7;6;0;0;0;1;0;1;1;1;5
A31T2A;swedish;english;1;1;1;1;0;0;1;0;0;Svenska;1;3.0;1;1;PF;ABE/Arkitektur, Gru 1-2-3;(Markus Aerni);1;1;0;4;3;0;0;0;0;0;0;2;1;5
A42A13;swedish;english;1;1;0;1;0;1;1;0;0;Engelska;2;12.0;1;1;PF;ABE/Arkitektur, Gru 4-5;(Markus Aerni);1;1;0;9;7;0;0;0;3;0;0;3;0;4
A42B13;swedish;english;1;1;0;1;0;1;1;0;0;Engelska;2;12.0;1;1;PF;ABE/Arkitektur, Gru 4-5;(Markus Aerni);1;1;0;9;7;0;0;0;3;0;0;3;0;4
A42C14;swedish;english;1;1;1;1;0;1;1;0;0;Engelska;2;12.0;1;1;PF;ABE/Arkitektur, Gru 4-5;(Markus Aerni);1;1;0;8;7;0;0;0;3;0;0;3;0;4
A42D14;swedish;english;1;1;1;1;0;1;1;0;0;Engelska;2;12.0;1;1;PF;ABE/Arkitektur, Gru 4-5;(Markus Aerni);1;1;0;7;7;0;0;0;3;0;0;3;0;4
A42O1A;swedish;english;1;1;0;1;0;0;1;0;0;Engelska;2;3.0;1;1;PF;ABE/Arkitektur, Gru 4-5;(Markus Aerni);1;1;0;5;4;0;0;0;1;1;0;1;1;5
A42O2A;swedish;english;1;1;1;1;0;0;1;0;0;Engelska;2;3.0;1;1;PF;ABE/Arkitektur, Gru 4-5;(Markus Aerni);1;1;0;5;5;0;0;1;0;0;1;1;2;5
A42SEH;swedish;english;1;1;0;1;0;0;1;0;0;Engelska;2;3.0;1;1;PF;ABE/Arkitektur, Gru 4-5;(Katja Tollmar Grillner);1;1;0;7;5;0;0;1;0;0;1;1;2;5
A42SEV;swedish;english;1;1;0;1;0;0;1;0;0;Engelska;2;3.0;1;1;PF;ABE/Arkitektur, Gru 4-5;(Katja Tollmar Grillner);1;1;0;7;5;0;0;1;0;0;1;1;2;5
A52A13;swedish;english;1;1;0;1;0;1;1;0;0;Engelska;2;12.0;1;1;PF;ABE/Arkitektur, Gru 4-5;(Markus Aerni);1;1;0;9;7;0;0;0;3;0;0;3;0;4
A52B13;swedish;english;1;1;0;1;0;1;1;0;0;Engelska;2;12.0;1;1;PF;ABE/Arkitektur, Gru 4-5;(Markus Aerni);1;1;0;9;7;0;0;0;3;0;0;3;0;4
A52EXA;swedish;english;1;1;1;1;0;1;1;0;0;Engelska;2;30.0;1;1;PF;ABE/Arkitektur, Gru 4-5;(Malin Wennerholm);1;1;0;7;6;0;0;0;0;0;0;1;4;5
A52O1A;swedish;english;1;1;0;1;0;0;1;0;0;Engelska;2;3.0;1;1;PF;ABE/Arkitektur, Gru 4-5;(Markus Aerni);1;1;0;5;4;0;0;0;1;1;0;1;1;5
A52O2A;swedish;english;1;1;1;1;0;0;1;0;0;Engelska;2;3.0;1;1;PF;ABE/Arkitektur, Gru 4-5;(Markus Aerni);1;1;0;5;4;0;0;0;1;0;0;1;2;5
A52SEH;swedish;english;1;1;0;1;0;0;1;0;0;Engelska;2;3.0;1;1;PF;ABE/Arkitektur, Gru 4-5;(Katja Tollmar Grillner);1;1;0;7;5;0;0;1;0;0;1;1;2;5
A52SEV;swedish;english;1;1;1;1;0;0;1;0;0;Engelska;2;3.0;1;1;PF;ABE/Arkitektur, Gru 4-5;(Katja Tollmar Grillner);1;1;0;7;5;0;0;1;0;0;1;1;2;5
AD236V;swedish;english;1;1;1;1;1;0;1;0;0;Engelska;2;7.5;1;1;PF;ABE/Arkitektur, Fex övr utbildning;(Katja Tollmar Grillner);2;1;0;2;1;0;0;0;0;0;0;0;1;5
AD237V;swedish;english;1;1;1;1;0;0;1;0;0;Svenska;2;7.5;1;1;PF;ABE/Arkitektur, Fex övr utbildning;(Katja Tollmar Grillner);2;1;0;1;0;0;0;0;0;0;0;0;0;-1
AD2862;swedish;english;1;1;1;1;0;0;1;0;0;Engelska;2;15.0;1;1;AF;ABE/Arkitektur, Fex övr utbildning;(Maria Ärlemo);3;1;0;8;7;0;0;0;0;1;1;1;4;5
AD2863;swedish;english;1;1;1;1;0;0;1;0;0;Engelska;2;22.5;1;1;AF;ABE/Arkitektur, Fex övr utbildning;(Jaime Montes Bentura);5;1;0;1;1;0;0;0;0;0;1;0;0;3
AD2865;english;english;1;1;1;1;0;0;1;0;0;Engelska;2;7.5;1;1;AF;ABE/Arkitektur, Fex övr utbildning;(Jaime Montes Bentura);3;1;0;0;0;0;0;0;0;0;0;0;0;-1
AD2867;english;english;1;1;1;1;1;0;1;0;0;Engelska;2;15.0;1;1;AF;ABE/Arkitektur, Fex övr utbildning;(Maria Ärlemo);3;1;0;0;0;0;0;0;0;0;0;0;0;-1
AD2EXU;swedish;english;1;1;1;1;0;1;1;0;0;Engelska;2;30.0;1;1;PF;ABE/Arkitektur, Fex övr utbildning;(Maria Ärlemo);2;1;0;15;14;0;0;0;0;3;0;2;4;5
AE1105;swedish;english;1;1;1;1;0;1;0;0;0;Svenska;1;7.5;1;1;AF;ABE/Hållbarhet och miljöteknik;(Maria Malmström);3;1;0;4;3;0;0;0;0;1;0;1;1;5
AE1106;swedish;english;1;1;1;1;1;1;0;0;0;Svenska;1;6.0;1;1;AF;ABE/Hållbarhet och miljöteknik;(Zahra Kalantari);2;2;0;10;9;0;0;0;4;0;0;1;0;4
AE1501;swedish;english;1;1;1;1;0;0;0;0;0;Svenska;1;7.5;1;1;AF;ABE/Hållbarhet och miljöteknik;(Ulla Mörtberg);4;1;0;8;7;0;0;1;2;1;1;2;0;4
AE1502;swedish;english;1;1;1;1;1;0;0;0;0;Svenska;1;7.5;1;1;AF;ABE/Hållbarhet och miljöteknik;(Ulla Mörtberg);4;1;0;4;3;0;0;0;1;1;1;0;0;3
AE1503;swedish;english;1;1;1;1;1;0;0;0;0;Svenska;1;6.0;1;1;AF;ABE/Hållbarhet och miljöteknik;(Ulla Mörtberg);3;1;0;4;3;0;0;0;1;1;1;0;0;3
AE1601;swedish;english;1;1;1;1;0;1;1;0;0;Svenska;1;7.5;1;1;AF;ABE/Hållbarhet och miljöteknik;(Luigia Brandimarte);3;1;0;3;2;0;0;0;0;2;0;0;0;2
AE1602;swedish;english;1;1;1;1;1;0;1;0;0;Svenska;1;7.5;1;1;AF;ABE/Hållbarhet och miljöteknik;(Joakim Riml);3;1;0;5;4;0;0;0;3;1;0;0;0;2
AE1603;swedish;english;1;1;1;1;0;1;0;0;0;Svenska;1;5.0;1;1;AF;ABE/Hållbarhet och miljöteknik;(Luigia Brandimarte);2;1;0;2;1;0;0;0;0;1;0;0;0;2
AE1801;swedish;english;1;1;1;1;1;0;0;0;0;Svenska;1;4.0;1;1;AF;ABE/Hållbarhet och miljöteknik;(Maria Malmström);2;1;0;4;3;0;0;0;0;1;0;1;1;5
AE2104;swedish;english;1;1;1;1;0;0;0;0;0;Engelska;2;7.5;1;1;AF;ABE/Hållbarhet och miljöteknik;(Benedict Reinardy);2;2;0;4;2;0;0;0;0;0;0;1;1;5
AE2107;swedish;english;1;1;1;1;0;0;0;0;0;Engelska;2;7.5;1;1;AF;ABE/Hållbarhet och miljöteknik;(Luigia Brandimarte);2;2;0;7;0;0;0;0;0;0;0;0;0;-1
AE2201;swedish;english;1;1;1;1;1;0;1;0;0;Engelska;2;7.5;1;1;AF;ABE/Hållbarhet och miljöteknik;(Vladimir Cvetkovic);3;2;0;8;7;0;0;0;0;0;2;0;0;3
AE2302;swedish;english;1;1;1;1;1;0;1;0;0;Engelska;2;7.5;1;1;AF;ABE/Hållbarhet och miljöteknik;(Luigia Brandimarte);3;0;0;8;6;0;0;0;0;4;0;1;1;5
AE2304;swedish;english;1;1;1;1;1;0;0;0;0;Engelska;2;7.5;1;1;AF;ABE/Hållbarhet och miljöteknik;(Luigia Brandimarte);2;2;0;7;6;0;0;0;3;1;2;0;0;3
AE2401;swedish;english;1;1;1;1;1;0;1;0;0;Engelska;2;7.5;1;1;AF;ABE/Hållbarhet och miljöteknik;(Zahra Kalantari);4;1;0;2;1;0;0;0;0;0;0;0;0;-1
AE2501;swedish;english;1;1;1;1;0;0;1;0;0;Engelska;2;7.5;1;1;AF;ABE/Hållbarhet och miljöteknik;(Berit Brokking Balfors);4;2;0;16;8;0;0;1;0;3;0;2;1;5
AE2503;swedish;english;1;1;1;1;0;0;0;0;0;Engelska;2;7.5;1;1;AF;ABE/Hållbarhet och miljöteknik;(Ulla Mörtberg);2;2;0;10;9;0;0;0;1;0;1;4;3;5
AE2507;swedish;english;1;1;1;1;0;0;0;0;0;Engelska;2;7.5;1;1;AF;ABE/Hållbarhet och miljöteknik;(Berit Brokking Balfors);3;2;0;7;2;0;0;0;0;1;0;0;0;2
AE2610;swedish;english;1;1;1;1;1;0;0;0;0;Engelska;2;7.5;1;1;AF;ABE/Hållbarhet och miljöteknik;(Anders Wörman);2;1;0;7;6;0;0;0;0;6;0;0;0;2
AE2612;swedish;english;1;1;1;1;1;0;0;0;1;Engelska;2;7.5;1;1;AF;ABE/Hållbarhet och miljöteknik;(Luigia Brandimarte);2;1;0;6;4;0;0;0;0;4;0;0;0;2
AE2801;swedish;english;1;1;1;1;1;0;0;0;0;Engelska;2;7.5;1;1;AF;ABE/Hållbarhet och miljöteknik;(Prosun Bhattacharya);2;2;0;8;7;0;0;0;0;1;0;3;0;4
AF1002;swedish;english;1;1;1;1;0;1;1;0;0;Svenska;1;7.5;1;1;AF;ABE/Byggvetenskap gemensamt;(Rickard Bellander);3;1;0;13;10;0;0;0;2;3;2;2;1;5
AF1005;swedish;NO_ENG_TEXT;1;1;0;1;0;0;1;0;0;Svenska;1;7.5;1;1;AF;ABE/Betongbyggnad;(Anders Ansell);3;1;0;7;6;0;0;0;1;2;2;0;0;3
AF1006;swedish;english;1;1;1;1;0;0;0;0;0;Svenska;1;7.5;1;1;AF;ABE/Byggvetenskap gemensamt;(Bert Norlin);3;1;0;8;6;0;0;0;1;3;1;1;0;4
AF1007;swedish;english;1;1;1;1;0;0;1;0;0;Svenska;1;7.5;1;1;AF;ABE/Hållbara byggnader;(Folke Björk);2;1;0;1;1;0;0;0;1;0;0;0;0;1
AF1024;swedish;english;1;1;1;1;0;1;1;0;0;Svenska;1;7.5;1;1;AF;ABE/Brobyggnad inkl stålbyggnad;(Jean-Marc Battini);2;1;0;7;5;0;0;0;2;2;1;0;0;3
AF102X;swedish;english;1;1;1;1;0;1;1;0;0;Svenska;1;15.0;1;1;PF;ABE/Byggvetenskap gemensamt;(Folke Björk);1;1;0;9;8;0;0;0;1;2;0;2;2;5
AF109X;swedish;NO_ENG_TEXT;1;1;0;1;0;1;1;0;0;Svenska;1;7.5;1;1;PF;ABE/Byggteknik och design;(Annika Gram,Zeev Bohbot);1;1;1;8;7;0;0;0;1;3;0;0;0;2
AF1301;swedish;english;1;1;1;1;0;1;1;0;0;Svenska;1;7.5;1;1;AF;ABE/Byggnadsmaterial;(Magnus Wålinder);2;1;0;15;8;3;0;1;2;2;0;2;1;5
AF1402;swedish;english;1;1;1;1;0;1;1;0;0;Svenska;1;7.5;1;1;AF;ABE/Hållbara byggnader;(Rickard Bellander);2;1;0;6;5;0;0;2;1;1;0;1;0;4
AF140V;swedish;NO_ENG_TEXT;1;1;0;1;0;0;0;0;0;Svenska;1;2.5;1;1;PF;ABE/Hållbara byggnader;(Folke Björk);2;0;0;1;1;0;0;0;1;0;0;0;0;1
AF1601;swedish;english;1;1;1;1;1;1;1;0;0;Svenska;1;7.5;1;1;AF;ABE/Jord- och bergmekanik;(Stefan Larsson);2;1;0;11;10;0;0;0;0;4;3;1;1;5
AF1718;swedish;NO_ENG_TEXT;1;1;0;1;0;1;0;0;0;Svenska;1;7.5;1;1;AF;ABE/Byggteknik och design;(Annika Gram);2;1;0;6;5;0;0;0;2;2;1;0;0;3
AF1719;swedish;NO_ENG_TEXT;1;1;0;1;0;1;0;0;0;Svenska;1;7.5;1;1;AF;ABE/Byggteknik och design;(Annika Gram);2;1;0;4;3;0;0;0;1;1;0;0;0;2
AF1721;swedish;NO_ENG_TEXT;1;1;0;1;0;1;0;0;0;Svenska;1;5.0;1;1;AF;ABE/Byggteknik och design;(Magnus Helgesson);2;1;0;7;6;0;0;0;4;2;0;0;0;2
AF1729;swedish;NO_ENG_TEXT;1;1;0;1;0;0;1;0;0;Svenska;1;7.5;1;1;AF;ABE/Byggteknik och design;(Annika Gram);2;1;0;4;3;0;0;1;0;2;0;0;0;2
AF1734;swedish;english;1;1;1;0;0;0;1;0;0;Svenska;1;5.0;1;1;AF;ABE/Byggteknik och design;(Jean-Marc Battini);1;0;0;6;3;0;0;0;0;3;0;0;0;2
AF1735;swedish;english;1;1;1;0;0;0;0;0;0;Svenska;1;7.5;1;1;AF;ABE/Byggteknik och design;(Jean-Marc Battini);3;0;0;7;5;0;0;0;0;5;0;0;0;2
AF1737;swedish;NO_ENG_TEXT;1;1;0;0;0;1;0;0;0;Svenska;1;7.5;1;1;PF;ABE/Byggteknik och design;(Zeev Bohbot);3;0;0;10;9;0;0;0;6;1;0;1;1;5
AF1740;swedish;english;1;1;1;1;0;1;0;0;0;Svenska;1;7.5;1;1;AF;ABE/Byggteknik och design;(Åsa Laurell Lyne);2;1;0;7;6;0;0;0;1;2;2;0;1;5
AF1743;swedish;NO_ENG_TEXT;1;1;0;1;0;1;0;0;0;Svenska;1;7.5;1;1;PF;ABE/Byggteknik och design;(Cecilia Hörngren);3;0;0;7;6;0;0;0;4;2;0;0;0;2
AF1744;swedish;NO_ENG_TEXT;1;1;0;0;0;0;0;0;0;Svenska;1;7.5;1;1;AF;ABE/Byggteknik och design;(Zeev Bohbot);3;0;0;5;4;0;0;0;2;2;0;0;0;2
AF1745;swedish;english;1;1;1;1;0;0;0;0;0;Svenska;1;10.0;1;1;AF;ABE/Byggteknik och design;(Zeev Bohbot);2;0;0;6;5;0;0;0;3;1;0;0;1;5
AF1746;swedish;english;1;1;1;1;0;0;0;0;0;Svenska;1;5.0;1;1;AF;ABE/Byggteknik och design;(John Leander);3;0;0;5;4;0;0;0;0;1;0;2;0;4
AF1747;swedish;NO_ENG_TEXT;1;1;0;1;0;0;0;0;0;Svenska;1;7.5;1;1;AF;ABE/Byggteknik och design;(Johan Silfwerbrand);3;0;0;6;5;0;0;0;0;3;0;2;0;4
AF1748;swedish;NO_ENG_TEXT;1;1;0;1;0;0;0;0;0;Svenska;1;5.0;1;1;PF;ABE/Byggteknik och design;(Ahmad Reza Roozbeh);1;0;0;7;6;0;0;0;0;6;0;0;0;2
AF1749;swedish;english;1;1;0;1;0;0;0;0;0;Svenska;1;10.0;1;1;PF;ABE/Byggteknik och design;(Cecilia Hörngren);6;0;0;7;6;0;0;1;1;2;0;1;1;5
AF1750;swedish;NO_ENG_TEXT;1;1;0;1;0;0;0;0;0;Svenska;1;7.5;1;1;AF;ABE/Byggteknik och design;(Åsa Laurell Lyne);3;0;0;9;8;0;0;0;2;1;1;3;1;5
AF1751;swedish;NO_ENG_TEXT;1;1;0;1;0;0;0;0;0;Svenska;1;7.5;1;1;PF;ABE/Byggteknik och design;(Zeev Bohbot);2;0;0;5;4;0;0;0;0;4;0;0;0;2
AF1752;swedish;NO_ENG_TEXT;1;1;0;1;0;0;0;0;0;Svenska;1;7.5;1;1;PF;ABE/Byggteknik och design;(Cecilia Hörngren);2;0;0;8;7;0;0;0;1;2;0;1;3;5
AF1753;swedish;NO_ENG_TEXT;1;1;0;1;0;0;0;0;0;Svenska;1;7.5;1;1;PF;ABE/Byggteknik och design;(Magnus Helgesson);2;0;0;7;6;0;0;0;2;1;1;0;2;5
AF1755;swedish;NO_ENG_TEXT;1;1;0;1;0;0;0;0;0;Svenska;1;7.5;1;1;PF;ABE/Byggteknik och design;(Zeev Bohbot);2;0;0;5;4;0;0;0;0;1;0;0;3;5
AF1757;swedish;NO_ENG_TEXT;1;1;0;1;0;0;0;0;0;Svenska;1;5.0;1;1;AF;ABE/Byggteknik och design;(Åsa Laurell Lyne);2;0;0;4;3;0;0;0;3;0;0;0;0;1
AF1758;swedish;NO_ENG_TEXT;1;1;0;1;0;0;0;0;0;Svenska;1;7.5;1;1;AF;ABE/Byggteknik och design;(Annika Gram);2;0;0;6;5;0;0;0;2;2;0;1;0;4
AF1759;swedish;NO_ENG_TEXT;1;1;0;1;0;0;0;0;0;Svenska;1;5.0;1;1;AF;ABE/Byggteknik och design;(Annika Gram);2;0;0;5;4;0;0;0;0;4;0;0;0;2
AF1760;swedish;NO_ENG_TEXT;1;1;0;0;0;0;0;0;0;Svenska;1;1.5;1;1;PF;ABE/Byggteknik och design;(Robert Algervik);1;0;0;3;2;0;0;0;0;2;0;0;0;2
AF1763;swedish;NO_ENG_TEXT;1;1;0;1;0;0;0;0;0;Svenska;1;5.0;1;1;AF;ABE/Byggteknik och design;(Robert Algervik);1;0;0;10;7;1;0;0;0;5;0;2;0;4
AF1764;swedish;NO_ENG_TEXT;1;1;0;0;0;0;0;0;0;Svenska;1;7.5;1;1;AF;ABE/Byggteknik och design;(Robert Algervik);2;0;0;11;8;1;0;0;0;4;2;2;0;4
AF1765;swedish;NO_ENG_TEXT;1;1;0;1;0;0;0;0;0;Svenska;1;5.0;1;1;AF;ABE/Byggteknik och design;(Robert Algervik);2;0;0;6;3;1;0;0;0;2;0;1;0;4
AF1766;swedish;NO_ENG_TEXT;1;1;0;1;0;0;0;0;0;Svenska;1;7.5;1;1;AF;ABE/Byggteknik och design;(Ahmad Reza Roozbeh);4;0;0;13;12;0;0;0;4;5;0;0;3;5
AF179X;swedish;NO_ENG_TEXT;1;1;0;1;0;1;1;0;0;Svenska;1;15.0;1;1;PF;ABE/Byggteknik och design;(Ahmad Reza Roozbeh,Annika Gram,Cecilia Hörngren,Gunilla Teofilusson,Jean-Marc Battini,Johan Silfwerbrand,John Leander,Magnus Helgesson,Zeev Bohbot,Åsa Laurell Lyne);1;1;1;10;8;0;0;0;1;2;0;1;3;5
AF2003;swedish;english;1;1;1;1;0;0;1;0;0;Engelska;2;7.5;1;1;AF;ABE/Brobyggnad inkl stålbyggnad;(Jean-Marc Battini);2;1;0;6;4;0;0;0;2;1;1;0;0;3
AF2011;swedish;english;1;1;1;1;0;0;1;0;0;Engelska;2;7.5;1;1;AF;ABE/Brobyggnad inkl stålbyggnad;(Raied Karoumi);3;1;0;11;8;0;0;0;1;4;0;0;3;5
AF2023;swedish;english;1;1;1;1;0;1;1;0;0;Engelska;2;7.5;1;1;AF;ABE/Byggvetenskap gemensamt;(Johan Silfwerbrand);4;1;0;8;6;0;0;2;1;1;1;1;0;4
AF2024;swedish;english;1;1;1;1;0;1;0;0;0;Engelska;2;7.5;1;1;AF;ABE/Brobyggnad inkl stålbyggnad;(Raied Karoumi);2;1;0;5;3;0;0;0;0;2;0;0;0;2
AF2025;swedish;english;1;1;1;1;0;1;1;0;0;Engelska;2;7.5;1;1;AF;ABE/Hållbara byggnader;(Folke Björk);2;1;0;8;7;0;0;0;3;0;0;2;2;5
AF2101;swedish;english;1;1;1;1;0;1;1;0;0;Engelska;2;7.5;1;1;AF;ABE/Betongbyggnad;(Anders Ansell);2;1;0;6;5;0;0;0;3;2;0;0;0;2
AF2102;swedish;english;1;1;1;1;0;1;1;0;0;Engelska;2;7.5;1;1;AF;ABE/Betongbyggnad;(Anders Ansell);2;1;0;10;9;0;0;0;4;4;0;1;0;4
AF2130;swedish;english;1;1;1;1;0;0;1;0;0;Svenska;2;15.0;1;1;AF;ABE/Brobyggnad inkl stålbyggnad;(Bert Norlin);2;1;0;1;1;0;0;0;0;1;0;0;0;2
AF213V;swedish;english;1;1;1;1;0;1;0;0;0;Svenska;2;15.0;1;1;AF;ABE/Brobyggnad inkl stålbyggnad;(Bert Norlin);3;1;0;1;1;0;0;0;0;1;0;0;0;2
AF213X;swedish;english;1;1;1;1;0;1;1;0;0;Engelska;2;30.0;1;1;PF;ABE/Betongbyggnad;(Anders Ansell,Andreas Sven Sjölander,Erik Nordström,Johan Silfwerbrand,Malin Löfsjögård);1;1;1;9;8;0;0;0;1;2;0;2;2;5
AF2201;swedish;english;1;1;1;1;0;0;1;0;0;Engelska;2;7.5;1;1;AF;ABE/Brobyggnad inkl stålbyggnad;(Raied Karoumi);3;1;0;10;6;0;0;0;2;1;0;1;2;5
AF2203;swedish;english;1;1;1;1;0;1;0;0;0;Engelska;2;7.5;1;1;AF;ABE/Brobyggnad inkl stålbyggnad;(Raied Karoumi);2;1;0;7;5;0;0;0;0;2;0;0;1;5
AF2213;swedish;english;1;1;1;1;0;1;1;0;0;Engelska;2;7.5;1;1;AF;ABE/Brobyggnad inkl stålbyggnad;(Bert Norlin);2;1;0;14;13;0;0;0;3;8;0;0;0;2
AF223X;swedish;english;1;1;1;1;0;1;1;0;0;Engelska;2;30.0;1;1;PF;ABE/Brobyggnad inkl stålbyggnad;(Bert Norlin,Jean-Marc Battini,Johan Silfwerbrand,John Leander,Raied Karoumi);1;1;1;9;8;0;0;0;1;2;0;2;2;5
AF2301;swedish;english;1;1;1;1;0;1;1;0;0;Engelska;2;7.5;1;1;AF;ABE/Byggnadsmaterial;(Magnus Wålinder);3;1;0;10;0;0;0;0;0;0;0;0;0;-1
AF2302;swedish;english;1;1;1;1;0;0;1;0;0;Engelska;2;7.5;1;1;AF;ABE/Byggnadsmaterial;(Magnus Wålinder);4;0;0;9;8;0;0;0;0;2;2;0;1;5
AF233X;swedish;english;1;1;1;1;0;1;1;0;0;Svenska;2;30.0;1;1;PF;ABE/Byggnadsmaterial;(Magnus Wålinder,Rickard Bellander);1;1;1;9;8;0;0;0;1;2;0;2;2;5
AF2401;swedish;english;1;1;1;1;0;0;1;0;0;Engelska;2;7.5;1;1;AF;ABE/Hållbara byggnader;(Kjartan Gudmundsson);2;1;0;1;1;0;0;0;0;0;0;0;1;5
