code;syll_lang_swe;syll_lang_eng;content;goals_swe;goals_eng;eligibility;literature;exam_comments;req_for_grade;valid_from;equipment;instruction_lang;cycle;credits;title_swe;title_eng;grade_scale;department;examiner;n_exam_modules;n_course_subjects;ethics_keywords;n_rows;n_ilos;n_higher_grade_ilos;n_purpose_ilos;bloom_knowledge;bloom_comprehension;bloom_application;bloom_analysis;bloom_evaluation;bloom_synthesis;total_highest_bloom
CH207V;swedish;NO_ENG_TEXT;1;1;0;1;0;1;0;0;0;Svenska;2;4.0;1;1;AF;CBH/Medicinteknik och hälsosystem;(Mikael Forsman);3;0;0;8;6;0;0;0;2;0;0;2;2;5
CH208V;swedish;NO_ENG_TEXT;1;1;0;1;0;1;0;0;0;Svenska;2;3.5;1;1;AF;CBH/Medicinteknik och hälsosystem;(Mikael Forsman);3;0;0;7;5;0;0;0;3;0;0;1;1;5
CH209V;swedish;english;1;1;1;1;0;1;0;0;0;Svenska;2;2.5;1;1;PF;CBH/Medicinteknik och hälsosystem;(Linda Rose);3;0;0;6;4;0;0;2;0;0;0;0;2;5
CH210V;swedish;english;1;1;1;1;0;1;0;0;0;Svenska;2;2.5;1;1;PF;CBH/Medicinteknik och hälsosystem;(Linda Rose);3;0;0;8;7;0;0;1;0;2;0;1;1;5
CH211V;swedish;english;1;1;1;1;0;1;0;0;0;Svenska;2;2.5;1;1;PF;CBH/Medicinteknik och hälsosystem;(Linda Rose);3;0;0;8;7;0;0;1;0;0;0;1;4;5
CH212V;swedish;NO_ENG_TEXT;1;1;0;1;0;1;0;0;0;Svenska;2;2.5;1;1;PF;CBH/Medicinteknik och hälsosystem;(Mikael Forsman);3;0;0;5;3;0;0;0;0;2;0;0;1;5
CH213V;swedish;english;1;1;1;1;0;0;1;0;0;Engelska;2;7.5;1;1;AF;CBH/Medicinteknik och hälsosystem;(Svein Kleiven);2;0;0;11;8;0;0;0;4;1;0;1;2;5
CK101V;swedish;english;1;1;1;1;0;1;0;0;0;Svenska;1;1.0;1;1;PF;CBH/Fiber- och Polymerteknologi;(Mikael Hedenqvist);1;0;0;6;5;0;0;0;3;0;1;1;0;4
CK1020;swedish;NO_ENG_TEXT;1;1;0;1;0;0;1;0;0;Svenska;1;6.0;1;1;AF;CBH/Kemi;(Anna Hanner);2;0;0;6;5;0;0;0;0;4;0;0;1;5
CK103V;swedish;english;1;1;0;1;0;1;0;0;0;Svenska;1;1.0;1;1;PF;CBH/Fiber- och Polymerteknologi;(Mikael Hedenqvist);1;0;0;6;5;0;0;0;3;0;1;1;0;4
CK105V;swedish;english;1;1;1;1;0;1;0;0;0;Svenska;1;1.0;1;1;PF;CBH/Fiber- och Polymerteknologi;(Mikael Hedenqvist);1;0;0;6;5;0;0;0;3;0;1;1;0;4
CK1060;swedish;NO_ENG_TEXT;1;1;0;1;0;1;0;0;0;Svenska;1;6.0;1;1;AF;CBH/Kemiteknik;(Henrik Kusar);2;0;0;2;1;0;0;0;0;1;0;0;0;2
CK1260;swedish;NO_ENG_TEXT;1;1;0;1;0;0;1;0;0;Svenska;1;7.5;1;1;AF;CBH/Fiber- och Polymerteknologi;(Karin Odelius);3;0;0;7;6;0;0;0;1;4;0;0;1;5
CK1280;swedish;english;1;1;1;1;0;0;0;0;0;Svenska;1;4.5;1;1;AF;CBH/Kemi;(James Gardner);2;0;0;3;2;0;0;0;0;1;0;0;1;5
CK1285;swedish;english;1;1;1;1;0;0;0;0;0;Svenska;1;5.0;1;1;AF;CBH/Kemi;(James Gardner);2;0;0;3;2;0;0;0;0;1;0;0;1;5
CK1290;swedish;english;1;1;1;1;0;0;0;0;0;Svenska;1;4.0;1;1;AF;CBH/Kemi;(Maria Cuartero Botia);3;0;0;3;2;0;0;0;0;1;0;0;1;5
CK1295;swedish;english;1;1;1;1;0;0;0;0;0;Svenska;1;5.5;1;1;AF;CBH/Kemi;(Maria Cuartero Botia);4;0;0;4;3;0;0;0;0;1;0;1;1;5
CK2010;swedish;english;1;1;1;1;0;0;1;0;0;Engelska;2;7.5;1;1;AF;CBH/Kemiteknik;(Shareq Mohd Nazir);2;0;0;2;2;0;0;0;0;0;0;2;0;4
CK201V;swedish;NO_ENG_TEXT;1;1;0;1;0;0;0;0;0;Engelska;2;4.0;1;1;PF;CBH/Fiber- och Polymerteknologi;(Gunnar Henriksson);1;0;0;9;4;3;0;0;0;0;1;3;0;4
CK2020;swedish;english;1;1;1;1;0;0;1;0;0;Engelska;2;7.5;1;1;AF;CBH/Kemi;(James Gardner);2;0;0;4;3;0;0;0;0;1;0;1;1;5
CK202V;swedish;english;1;1;0;1;0;0;1;0;0;Engelska;2;2.5;1;1;PF;CBH/Kemi;(Eric Tyrode);2;0;0;4;3;0;0;0;1;0;2;0;0;3
CK2030;swedish;english;1;1;1;1;0;0;0;0;0;Engelska;2;7.5;1;1;PF;CBH/Kemi;(Helena Lundberg Ankner);4;0;0;4;3;0;0;0;1;0;0;1;1;5
CK203V;swedish;english;1;1;0;1;0;1;0;0;0;Engelska;2;2.5;1;1;PF;CBH/Kemi;(Zoltan Szabo);2;0;0;5;4;0;0;0;2;0;2;0;0;3
CK204V;swedish;english;1;1;1;1;0;0;0;0;0;Engelska;2;5.0;1;1;PF;CBH/Kemi;(Mark Rutland);2;0;0;4;3;0;0;0;1;1;0;0;1;5
CK205V;swedish;english;1;1;1;1;0;1;1;0;0;Engelska;2;7.5;1;1;AF;CBH/Kemiteknik;(Carina Lagergren);3;0;0;6;5;0;0;0;1;2;2;0;0;3
CK206V;swedish;english;1;1;1;1;0;0;0;0;0;Engelska;2;5.0;1;1;PF;CBH/Kemiteknik;(Göran Lindbergh);1;0;0;5;3;0;0;0;1;1;1;0;0;3
CK2130;swedish;english;1;1;1;1;0;0;0;0;0;Engelska;2;7.5;1;1;AF;CBH/Kemiteknik;(Carina Lagergren);2;0;0;7;5;0;0;0;1;1;1;1;1;5
CK2180;swedish;english;1;1;1;1;0;0;0;0;0;Engelska;2;7.5;1;1;AF;CBH/Fiber- och Polymerteknologi;(Minna Hakkarainen);3;0;0;5;4;0;0;0;0;1;0;3;0;4
CK2300;swedish;english;1;1;1;1;0;0;0;0;0;Engelska;2;7.5;1;1;AF;CBH/Kemiteknik;(Göran Lindbergh);2;0;0;5;3;0;0;0;1;1;1;0;0;3
CK2310;swedish;english;1;1;1;1;0;1;0;0;0;Engelska;2;7.5;1;1;AF;CBH/Kemi;(Markus Kärkäs);2;0;0;3;2;0;0;0;0;0;0;2;0;4
CK2320;swedish;english;1;1;1;1;0;0;0;0;0;Engelska;2;7.5;1;1;AF;CBH/Kemiteknik;(Rakel Wreland Lindström);2;0;0;6;4;0;0;0;1;1;1;1;0;4
CM0001;swedish;NO_ENG_TEXT;1;1;0;0;0;0;0;0;0;Svenska;0;1.5;1;1;PF;CBH/Medicinteknik och hälsosystem;(Maria Shamoun);1;0;0;2;1;0;0;0;0;0;0;0;1;5
CM0002;swedish;NO_ENG_TEXT;1;1;0;0;0;0;0;0;0;Svenska;0;1.5;1;1;PF;CBH/Medicinteknik och hälsosystem;(Lars Johan Anders Cajander);1;0;0;4;3;0;0;0;2;1;0;0;0;2
CM1000;swedish;english;1;1;1;1;0;1;0;0;0;Svenska;1;8.0;1;1;AF;CBH/Medicinteknik och hälsosystem;(Johnny Panrike);2;0;0;4;2;0;0;0;0;1;0;0;1;5
CM1001;swedish;swedish;1;1;0;1;0;1;0;0;0;Svenska;1;7.5;1;1;AF;CBH/Medicinteknik och hälsosystem;(Jayanth Raghothama);2;0;0;6;5;0;0;0;1;0;0;1;3;5
CM1002;swedish;NO_ENG_TEXT;1;1;0;1;0;0;1;0;0;Svenska;1;9.0;1;1;PF;CBH/Medicinteknik och hälsosystem;(Martin Jakobsson);2;0;0;7;6;0;0;0;0;1;2;2;1;5
CM1004;swedish;english;1;1;1;0;0;0;0;0;0;Svenska;1;3.0;1;1;PF;CBH/Medicinteknik och hälsosystem;(Mats Nilsson);3;0;1;15;11;0;0;0;1;2;2;3;3;5
CM1005;swedish;english;1;1;0;1;0;0;1;0;0;Svenska;1;9.0;1;1;AF;CBH/Medicinteknik och hälsosystem;(Peter Sillén);3;0;0;12;11;0;0;0;5;3;2;0;1;5
CM1006;swedish;NO_ENG_TEXT;1;1;0;1;0;0;0;0;0;Svenska;1;6.0;1;1;AF;CBH/Medicinteknik och hälsosystem;(Carsten Mim);3;0;0;6;5;0;0;0;2;3;0;0;0;2
CM1007;swedish;NO_ENG_TEXT;1;1;0;1;0;0;0;0;0;Svenska;1;7.5;1;1;AF;CBH/Medicinteknik och hälsosystem;(Reine Bergström);2;0;0;11;6;1;0;0;0;2;0;1;3;5
CM1008;swedish;NO_ENG_TEXT;1;1;0;1;0;1;0;0;0;Svenska;1;9.0;1;1;PF;CBH/Medicinteknik och hälsosystem;(Nicklas Brandefelt);2;0;0;19;12;0;0;0;1;1;2;1;5;5
CM100V;swedish;english;1;1;1;1;0;0;0;0;0;Svenska;1;4.0;1;1;PF;CBH/Medicinteknik och hälsosystem;(Mats Nilsson);1;0;0;5;4;0;0;2;0;1;0;0;1;5
CM2000;swedish;english;1;1;1;1;0;0;0;0;0;Engelska;2;8.0;1;1;AF;CBH/Medicinteknik och hälsosystem;(Jonas Willén);2;0;0;9;4;2;0;0;1;0;0;3;0;4
CM2001;swedish;english;1;1;1;1;0;0;0;0;0;Engelska;2;6.0;1;1;AF;CBH/Medicinteknik och hälsosystem;(Martin Jakobsson);3;0;0;9;5;2;0;0;1;1;1;0;2;5
CM2002;swedish;english;1;1;1;1;0;0;0;0;0;Engelska;2;7.5;1;1;PF;CBH/Medicinteknik och hälsosystem;(Dmitry Grishenkov);1;0;0;7;2;0;0;0;0;0;0;0;1;5
CM2003;swedish;english;1;1;1;1;0;0;0;0;0;Engelska;2;7.5;1;1;AF;CBH/Medicinteknik och hälsosystem;(Örjan Smedby);2;0;0;9;4;0;3;1;2;1;0;0;0;2
CM2005;swedish;english;1;1;1;1;0;1;0;0;0;Engelska;2;15.0;1;1;AF;CBH/Medicinteknik och hälsosystem;(Jonas Willén);1;0;0;5;4;0;0;0;1;2;0;1;0;4
CM2006;swedish;english;1;1;1;1;0;0;1;0;0;Engelska;2;6.0;1;1;AF;CBH/Medicinteknik och hälsosystem;(Rodrigo Moreno);1;0;0;12;5;0;2;0;1;0;1;0;1;5
CM2007;swedish;english;1;1;1;1;0;0;0;0;0;Engelska;2;7.5;1;1;AF;CBH/Medicinteknik och hälsosystem;(Jayanth Raghothama);3;0;0;7;5;0;0;0;1;0;0;0;4;5
CM2008;swedish;english;1;1;1;1;0;0;0;0;0;Engelska;2;7.5;1;1;AF;CBH/Medicinteknik och hälsosystem;(Sanna Kuoppamäki);4;0;0;1;1;0;0;0;0;0;0;0;0;-1
CM2010;swedish;english;1;1;1;1;0;1;1;0;0;Engelska;2;7.5;1;1;AF;CBH/Medicinteknik och hälsosystem;(Sanna Kuoppamäki);1;0;0;7;3;0;0;0;0;1;0;0;1;5
CM2011;swedish;english;1;1;1;1;0;1;1;0;0;Engelska;2;7.5;1;1;AF;CBH/Medicinteknik och hälsosystem;(Jayanth Raghothama);1;0;0;6;5;0;0;0;1;0;0;1;3;5
CM2012;swedish;english;1;1;1;1;0;1;1;0;0;Engelska;2;7.5;1;1;AF;CBH/Medicinteknik och hälsosystem;(Dmitry Grishenkov);3;0;0;6;5;0;0;1;0;0;0;1;0;4
CM2013;swedish;english;1;1;1;1;0;1;0;0;0;Engelska;2;7.5;1;1;AF;CBH/Medicinteknik och hälsosystem;(Mikael Forsman);3;0;0;7;6;0;0;0;1;1;2;0;2;5
CM2014;swedish;english;1;1;1;1;0;0;0;0;0;Engelska;2;7.5;1;1;AF;CBH/Medicinteknik och hälsosystem;(Svein Kleiven);2;0;0;7;6;0;0;0;1;2;1;0;1;5
CM2015;swedish;english;1;1;1;1;0;0;0;0;0;Engelska;2;15.0;1;1;AF;CBH/Medicinteknik och hälsosystem;(Martin Jakobsson);2;0;0;8;7;0;0;0;0;3;0;1;3;5
CM2016;swedish;english;1;1;1;1;0;0;0;0;0;Engelska;2;9.0;1;1;AF;CBH/Medicinteknik och hälsosystem;(Philip Köck);1;0;0;8;7;0;0;2;0;1;0;1;3;5
CM2017;swedish;english;1;1;1;1;0;0;0;0;0;Engelska;2;6.0;1;1;AF;CBH/Medicinteknik och hälsosystem;(Philip Köck);1;0;0;8;7;0;0;2;0;1;0;1;3;5
CM2018;swedish;english;1;1;1;1;0;0;0;0;0;Engelska;2;7.5;1;1;AF;CBH/Medicinteknik och hälsosystem;(Örjan Smedby);2;0;0;6;4;0;0;0;1;2;1;0;0;3
CM2019;swedish;english;1;1;1;1;0;1;0;0;0;Engelska;2;7.5;1;1;AF;CBH/Medicinteknik och hälsosystem;(Dmitry Grishenkov);3;0;0;6;5;0;0;1;2;1;0;0;1;5
CM201V;swedish;english;1;1;1;1;0;0;0;0;0;Engelska;2;3.0;1;1;AF;CBH/Medicinteknik och hälsosystem;(Rodrigo Moreno);2;0;0;13;7;0;3;1;2;1;1;0;1;5
CM2020;english;english;1;1;1;1;0;0;0;0;0;Engelska;2;7.5;1;1;AF;CBH/Medicinteknik och hälsosystem;(Massimiliano Colarieti Tosti);3;0;0;0;0;0;0;0;0;0;0;0;0;-1
CM2021;swedish;english;1;1;1;1;0;0;0;0;0;Engelska;2;7.5;1;1;AF;CBH/Medicinteknik och hälsosystem;(Rodrigo Moreno);3;0;0;12;5;0;4;0;1;2;0;0;2;5
CM202V;swedish;english;1;1;1;1;0;0;0;0;0;Engelska;2;3.0;1;1;AF;CBH/Medicinteknik och hälsosystem;(Rodrigo Moreno);2;0;0;13;7;0;3;1;2;1;1;0;1;5
CM203V;swedish;english;1;1;1;1;0;0;0;0;0;Engelska;2;2.0;1;1;AF;CBH/Medicinteknik och hälsosystem;(Rodrigo Moreno);2;0;0;13;7;0;3;1;2;1;1;0;1;5
CM204V;swedish;english;1;1;1;1;0;0;0;0;0;Engelska;2;5.0;1;1;PF;CBH/Medicinteknik och hälsosystem;(Mikael Forsman);1;0;0;5;4;0;0;2;2;0;0;0;0;1
CM205V;swedish;english;1;1;1;1;0;0;0;0;0;Svenska;2;5.0;1;1;PF;CBH/Medicinteknik och hälsosystem;(Mikael Forsman);1;0;0;5;4;0;0;1;3;0;0;0;0;1
CM206V;swedish;english;1;1;1;1;0;0;0;0;0;Engelska;2;5.0;1;1;PF;CBH/Medicinteknik och hälsosystem;(Mikael Forsman);1;0;0;7;5;0;0;0;2;2;0;0;1;5
CM207V;swedish;english;1;1;1;1;0;0;0;0;0;Engelska;2;3.0;1;1;AF;CBH/Medicinteknik och hälsosystem;(Rodrigo Moreno);1;0;0;8;3;0;3;0;1;0;0;0;0;1
CM208V;swedish;english;1;1;1;1;0;0;0;0;0;Engelska;2;3.0;1;1;AF;CBH/Medicinteknik och hälsosystem;(Rodrigo Moreno);1;0;0;6;2;0;2;0;1;0;0;0;1;5
CM209V;swedish;english;1;1;1;1;0;0;0;0;0;Engelska;2;3.0;1;1;AF;CBH/Medicinteknik och hälsosystem;(Rodrigo Moreno);1;0;0;7;2;0;3;0;1;1;0;0;0;2
CM210V;swedish;english;1;1;1;1;0;0;0;0;0;Engelska;2;2.0;1;1;AF;CBH/Medicinteknik och hälsosystem;(Rodrigo Moreno);1;0;0;6;2;0;2;0;1;1;0;0;0;2
DA150X;swedish;english;1;1;1;1;0;0;0;0;0;Svenska;1;15.0;1;1;PF;EECS/Datavetenskap;(Pawel Herman);1;0;1;8;7;0;0;1;0;2;0;2;2;5
DA151X;swedish;english;1;1;1;1;0;0;0;0;0;Svenska;1;15.0;1;1;PF;EECS/Intelligenta system;(Joakim Gustafsson,Jonas Beskow,Olov Engwall);1;0;0;7;6;0;0;1;0;1;0;2;2;5
DA1600;swedish;english;1;1;1;0;0;0;1;0;0;Svenska;1;4.5;1;1;AF;ITM/Lärande;(Ida Pinho,Linda Söderlindh);2;1;0;9;5;0;2;0;0;1;2;1;1;5
DA1700;swedish;english;1;1;1;1;0;0;0;0;0;Svenska;1;3.0;1;1;PF;EECS/Datavetenskap;(Linda Kann);2;0;1;8;3;0;3;0;0;1;0;0;2;5
DA2205;english;english;1;1;1;0;0;0;1;0;0;Engelska;2;7.5;1;1;AF;EECS/Datavetenskap;(Arvind Kumar,Josephine Sullivan);3;1;1;0;0;0;0;0;0;0;0;0;0;-1
DA2210;swedish;english;1;1;1;0;0;1;1;0;0;Engelska;2;6.0;1;1;AF;EECS/Datavetenskap;(Johan Karlander,Mats Nordahl);3;1;1;7;6;0;0;1;0;0;3;1;1;5
DA2215;swedish;english;1;1;1;1;0;0;1;0;0;Engelska;2;3.0;1;1;PF;EECS/Datavetenskap;(Daniel Bosk);1;0;0;7;5;0;0;0;0;1;0;2;2;5
DA231X;swedish;english;1;1;1;1;0;1;1;0;0;Engelska;2;30.0;1;1;PF;EECS/Datavetenskap;(Anders Hedman,Aristides Gionis,Arvind Kumar,Benoit Baudry,Bo Peng,Carlo Fischione,Cristian Bogdan,Cyrille Artho,Danica Kragic Jensfelt,Douglas Wikström,Elena Troubitsyna,Erik Fransén,Gunnar Karlsson,György Dán,Haibo Li,Hedvig Kjellström,Iolanda Dos Santos Carvalho Leite,Joakim Gustafsson,Johan Håstad,John Folkesson,Jonas Beskow,Mads Dam,Marco Chiesa,Mario Romero Vega,Martin Monperrus,Mathias Ekstedt,Mats Nordahl,Mårten Björkman,Olof Bälter,Olov Engwall,Panagiotis Papadimitratos,Patric Jensfelt,Pawel Herman,Pontus Johnson,Roberto Guanciale,Rolf Stadler,Sonja Buchegger,Stefano Markidis,Sten Ternström,Tino Weinkauf,Viggo Kann,Viktoria Fodor);3;0;1;13;10;0;1;2;1;2;0;1;2;5
DA232X;swedish;english;1;1;1;1;0;1;1;0;0;Engelska;2;30.0;1;1;PF;EECS/Människocentrerad teknologi;(Anders Friberg,Anders Hedman,Ann Lantz,Bobby Lee Townsend Sturm JR,Cristian Bogdan,Elina Eriksson,Eva-Lotta Sallnäs Pysander,Haibo Li,Henrik Artman,Iolanda Dos Santos Carvalho Leite,Jan Gulliksen,Joakim Gustafsson,Kjetil Falkenberg,Kristina Höök,Leif Dahlberg,Leif Handberg,Marianela Ciolfi Felice,Mario Romero Vega,Olof Bälter,Olov Engwall,Rob Comber,Roberto Bresin,Sandra Pauletto,Sten Ternström,Tino Weinkauf,Ylva Fernaeus);3;0;1;12;9;0;0;2;1;3;0;1;2;5
DA233X;swedish;english;1;1;1;1;0;1;1;0;0;Engelska;2;30.0;1;1;PF;EECS/Intelligenta system;(Alexandre Proutiere,Amir Hossein Payberah,Anders Friberg,Anne Håkansson,Arvind Kumar,Atsuto Maki,Benoit Baudry,Bo Wahlberg,Bobby Lee Townsend Sturm JR,Carlo Fischione,Christian Smith,Christopher Peters,Cicek Cavdar,Cristian Rojas,Cyrille Artho,Danica Kragic Jensfelt,David Broman,Dilian Gurov,Elena Dubrova,Elena Troubitsyna,Erik Fransén,Florian Pokorny,Gabriel Skantze,Gunnar Karlsson,Gustav Henter,György Dán,Hedvig Kjellström,Henrik Boström,Hossein Azizpour,Iolanda Dos Santos Carvalho Leite,James Gross,Jana Tumova,Jeanette Hällgren Kotaleski,Joakim Gustafsson,Joakim Jaldén,Joakim Lilliesköld,Johan Hoffman,Johan Håstad,John Folkesson,Jonas Beskow,Jonas Mårtensson,Josephine Sullivan,Jörg Conradt,Mads Dam,Magnus Jansson,Marina Petrova,Mario Romero Vega,Markus Flierl,Martin Monperrus,Mathias Ekstedt,Mats Bengtsson,Mikael Johansson,Mikael Skoglund,Ming Xiao,Mårten Björkman,Olof Bälter,Olov Engwall,Panagiotis Papadimitratos,Patric Jensfelt,Pawel Herman,Petter Ögren,Philipp Haller,Pontus Johnson,Ragnar Thobaben,Rolf Stadler,Saikat Chatterjee,Sarunas Girdzijauskas,Sonja Buchegger,Stefano Markidis,Sten Ternström,Tino Weinkauf,Tobias Oechtering,Viggo Kann,Viktoria Fodor,Vladimir Vlassov);1;0;1;13;10;0;1;2;1;2;0;1;2;5
DA234X;swedish;english;1;1;1;1;0;1;1;0;0;Engelska;2;30.0;1;1;PF;EECS/Människocentrerad teknologi;(Anders Hedman,Daniel Pargman,Elina Eriksson,Haibo Li,Henrik Artman,Joakim Gustafsson,Kristina Höök,Leif Dahlberg,Marianela Ciolfi Felice,Olof Bälter,Rob Comber,Roberto Bresin,Sandra Pauletto);3;0;1;11;9;0;0;2;1;3;0;1;2;5
DA235X;swedish;english;1;1;1;1;0;1;1;0;0;Engelska;2;30.0;1;1;PF;EECS/Intelligenta system;(Alexandre Proutiere,Anne Håkansson,Arvind Kumar,Atsuto Maki,Bobby Lee Townsend Sturm JR,Carlo Fischione,Christian Smith,Christopher Peters,Cicek Cavdar,Cristian Rojas,Cyrille Artho,Danica Kragic Jensfelt,Dilian Gurov,Elena Troubitsyna,Erik Fransén,Florian Pokorny,Gabriel Skantze,Gunnar Karlsson,Gustav Henter,György Dán,Hedvig Kjellström,Hossein Azizpour,Iolanda Dos Santos Carvalho Leite,James Gross,Jan Gulliksen,Jana Tumova,Jeanette Hällgren Kotaleski,Joakim Gustafsson,Joakim Jaldén,Joakim Lilliesköld,Johan Hoffman,Johan Håstad,John Folkesson,Jonas Beskow,Josephine Sullivan,Lars Nordström,Mads Dam,Magnus Jansson,Marina Petrova,Mario Romero Vega,Markus Flierl,Martin Monperrus,Mathias Ekstedt,Mats Bengtsson,Mikael Johansson,Mikael Skoglund,Ming Xiao,Mårten Björkman,Olof Bälter,Olov Engwall,Panagiotis Papadimitratos,Patric Jensfelt,Pawel Herman,Petter Ögren,Philipp Haller,Pontus Johnson,Ragnar Thobaben,Rolf Stadler,Saikat Chatterjee,Sarunas Girdzijauskas,Sonja Buchegger,Stefano Markidis,Sten Ternström,Tino Weinkauf,Tobias Oechtering,Viggo Kann,Viktoria Fodor,Ylva Fernaeus);1;0;1;13;10;0;1;2;1;2;0;1;2;5
DA236X;swedish;english;1;1;1;1;0;1;1;0;0;Engelska;2;30.0;1;1;PF;EECS/Intelligenta system;(Alexandre Proutiere,Arvind Kumar,Atsuto Maki,Bo Wahlberg,Bobby Lee Townsend Sturm JR,Carlo Fischione,Christian Smith,Christopher Peters,Cristian Rojas,Cyrille Artho,Danica Kragic Jensfelt,Dilian Gurov,Dimos Dimarogonas,Elena Troubitsyna,Elling W Jacobsen,Erik Fransén,Florian Pokorny,Gabor Fodor,Gabriel Skantze,Gunnar Karlsson,Gustav Henter,György Dán,Hedvig Kjellström,Henrik Sandberg,Hossein Azizpour,Håkan Hjalmarsson,Iolanda Dos Santos Carvalho Leite,James Gross,Jana Tumova,Jeanette Hällgren Kotaleski,Joakim Gustafsson,Joakim Jaldén,Joakim Lilliesköld,Johan Hoffman,Johan Håstad,John Folkesson,Jonas Beskow,Jonas Mårtensson,Josephine Sullivan,Jörg Conradt,Karl Henrik Johansson,Lars Nordström,Mads Dam,Magnus Jansson,Mario Romero Vega,Martin Monperrus,Mathias Ekstedt,Mats Bengtsson,Mehrdad Ghandhari Alavijh,Mikael Johansson,Ming Xiao,Mårten Björkman,Olof Bälter,Olov Engwall,Panagiotis Papadimitratos,Patric Jensfelt,Patrik Hilber,Pawel Herman,Petter Ögren,Philipp Haller,Pontus Johnson,Ragnar Thobaben,Rolf Stadler,Saikat Chatterjee,Sonja Buchegger,Stefano Markidis,Sten Ternström,Tino Weinkauf,Tobias Oechtering,Viggo Kann,Viktoria Fodor);1;0;1;13;10;0;1;2;1;2;0;1;2;5
DA237X;swedish;english;1;1;1;1;0;1;1;0;0;Engelska;2;30.0;1;1;PF;EECS/Datavetenskap;(Benoit Baudry,Carlo Fischione,Cyrille Artho,Elena Troubitsyna,Gunnar Karlsson,György Dán,Henrik Sandberg,Mads Dam,Martin Monperrus,Mathias Ekstedt,Panagiotis Papadimitratos,Peter Sjödin,Pontus Johnson,Ragnar Thobaben,Roberto Guanciale,Rolf Stadler,Sonja Buchegger,Tobias Oechtering,Viktoria Fodor);3;0;1;12;10;0;0;2;1;2;0;1;2;5
DA239X;swedish;english;1;1;1;1;0;1;1;0;0;Engelska;2;30.0;1;1;PF;EECS/Datavetenskap;(Ahmed Hemani,Anders Hedman,Aristides Gionis,Arvind Kumar,Benoit Baudry,Bo Peng,Carlo Fischione,Cristian Bogdan,Cyrille Artho,Danica Kragic Jensfelt,Douglas Wikström,Elena Troubitsyna,Erik Fransén,Gunnar Karlsson,György Dán,Haibo Li,Hedvig Kjellström,Iolanda Dos Santos Carvalho Leite,Jana Tumova,Joakim Gustafsson,Johan Håstad,John Folkesson,Jonas Beskow,Mads Dam,Marco Chiesa,Mario Romero Vega,Martin Monperrus,Mathias Ekstedt,Mats Nordahl,Mårten Björkman,Olof Bälter,Olov Engwall,Panagiotis Papadimitratos,Patric Jensfelt,Pawel Herman,Pontus Johnson,Roberto Guanciale,Rolf Stadler,Sonja Buchegger,Stefano Markidis,Sten Ternström,Tino Weinkauf,Viggo Kann,Viktoria Fodor);3;0;1;13;10;0;1;2;1;2;0;1;2;5
DA240X;swedish;english;1;1;1;1;0;1;1;0;0;Engelska;2;30.0;1;1;PF;EECS/Datavetenskap;(Ahmed Hemani,Amir Hossein Payberah,Anders Västberg,Anne Håkansson,Benoit Baudry,Cicek Cavdar,Cyrille Artho,David Broman,Dejan Manojlo Kostic,Elena Dubrova,Emil Björnson,Fredrik Kilander,György Dán,Henrik Boström,Ingo Sander,Johan Montelius,Johnny Öberg,Jonas Beskow,Ki Won Sung,Marina Petrova,Markus Hidell,Martin Monperrus,Mihhail Matskin,Ming Xiao,Mira Kajko-Mattsson,Panagiotis Papadimitratos,Paris Carbone,Peter Sjödin,Robert Rönngren,Roberto Guanciale,Sarunas Girdzijauskas,Seif Haridi,Vladimir Vlassov,Voravit Tanyingyong,Zhonghai Lu);1;0;1;12;10;0;0;2;1;2;0;1;2;5
DA246X;swedish;english;1;1;1;1;0;1;1;0;0;Engelska;2;30.0;1;1;PF;EECS/Datavetenskap;(Ahmed Hemani,Amir Hossein Payberah,Anders Västberg,Anne Håkansson,Arvind Kumar,Benoit Baudry,Carlo Fischione,Cicek Cavdar,Cyrille Artho,David Broman,Dejan Manojlo Kostic,Elena Dubrova,Emil Björnson,Fredrik Kilander,Gunnar Karlsson,György Dán,Henrik Boström,Ingo Sander,Jan Ingemar Markendahl,Joakim Jaldén,Johan Håstad,Johan Montelius,Johnny Öberg,Ki Won Sung,Marco Chiesa,Marina Petrova,Markus Hidell,Mathias Ekstedt,Mihhail Matskin,Mikael Johansson,Ming Xiao,Mira Kajko-Mattsson,Panagiotis Papadimitratos,Peter Sjödin,Pontus Johnson,Robert Rönngren,Rolf Stadler,Sarunas Girdzijauskas,Seif Haridi,Slimane Ben Slimane,Viggo Kann,Viktoria Fodor,Vladimir Vlassov,Voravit Tanyingyong,Zhonghai Lu);1;0;1;12;10;0;0;2;1;2;0;1;2;5
DA248X;swedish;english;1;1;1;1;0;1;1;0;0;Engelska;2;30.0;1;1;PF;EECS/Elektroteknik;(Ahmed Hemani,Ana Rusu,Anders Västberg,Artur Podobas,Carl-Mikael Zetterling,Cyrille Artho,Danica Kragic Jensfelt,David Broman,Dimos Dimarogonas,Elena Dubrova,Erik Fransén,Florian Pokorny,Fredrik Kilander,Gabriel Skantze,Gunnar Karlsson,Hedvig Kjellström,Ingo Sander,John Folkesson,Johnny Öberg,Karl Henrik Johansson,Karl Meinke,Luca Peretti,Masoumeh Ebrahimi,Matthias Becker,Mihhail Matskin,Panagiotis Papadimitratos,Pontus Johnson,Slimane Ben Slimane,Vladimir Vlassov,Zhonghai Lu);1;0;1;12;10;0;0;2;1;2;0;1;2;5
